"CompoundID","myb_tri","col","log2fc","pvalue","FDR","VIP"
"Compound_0025",2286030.23586667,6025693.18433333,-1.39828273050753,0.225052943508174,0.728709748665736,1.17448970271541
"Compound_0026",32475004.5933333,45822567.74,-0.496728574873377,0.451220263123468,0.765187214270215,0.810766989352087
"Compound_0027",15207240.0433333,19208175.0366667,-0.336962112860335,0.403670349330126,0.758559735042564,0.827944134880338
"Compound_0028",57633528.06,50891064.61,0.179495965664807,0.381623644273179,0.758559735042564,0.865334207594001
"Compound_0029",8432166.54033333,8554157.23133333,-0.0207223638452154,0.886382683965492,0.939018235269857,0.299186042018331
"Compound_0030",15809802.9133333,17620363.05,-0.156424266836236,0.54362802938262,0.802841394386253,0.691798660675343
"Compound_0031",2593843.86166667,3838559.763,-0.565473471649089,0.230498202517195,0.728709748665736,1.14474692455647
"Compound_0032",2929493.933,6237740.60033333,-1.09037209662198,0.198712594713743,0.72126815721051,1.23952775864852
"Compound_0033",67093775.76,54893298.36,0.289548906104247,0.251037451835362,0.736708481343335,1.07575580152808
"Compound_0034",20970270.9166667,25841938.08,-0.301368772717126,0.213140539041038,0.728709748665736,1.14038927324324
"Compound_0035",28492703.23,29658970.45,-0.0578760154017937,0.86339429547996,0.923438503079286,0.203478778198188
"Compound_0036",70229954.1166667,61766419.5933333,0.185263788031527,0.173760754252745,0.72126815721051,1.2263574775092
"Compound_0037",5259665.12166667,3767981.34433333,0.481179125259513,0.373719649999653,0.758559735042564,0.859228627041805
"Compound_0038",6217528.199,6619733.261,-0.0904319398325381,0.827054829073018,0.903397773603377,0.359380153880349
"Compound_0039",52231976.5533333,33463366.0866667,0.642350725299469,0.018129715138225,0.617745919534452,1.75288457815742
"Compound_0040",59021070.0966667,42046503.51,0.489244243874922,0.112965189355003,0.72126815721051,1.38541510890974
"Compound_0041",8250940.048,13784701.2493333,-0.740437597399066,0.455780239660865,0.76779059051518,0.826340485975717
"Compound_0042",9670576.873,12168524.3136667,-0.331480364333012,0.488527773682791,0.785165358783872,0.752316173237018
"Compound_0043",3555203.36166667,3999579.26066667,-0.169916156382643,0.816964147667352,0.897009019534718,0.247944249570641
"Compound_0044",7559423.17333333,9087189.56133333,-0.265558021323662,0.447025227718725,0.759517148809719,0.737618787381819
"Compound_0045",67400401.1566667,90857245.3333333,-0.430844387400734,0.00245121364341132,0.392202897597337,1.82194371738793
"Compound_0046",19233675.9266667,19895205.0033333,-0.0487862489708155,0.703585695410919,0.853398697351706,0.403584016078932
"Compound_0047",20965178.1533333,16463082.1933333,0.348760629428,0.0314426484253973,0.633902346439173,1.6492041815017
"Compound_0048",12040501.2366667,10350097.731,0.218251061150982,0.312352038593365,0.744579024671245,0.98399422167938
"Compound_0049",27507473.64,20310873.4066667,0.437571365131818,0.0322776452465501,0.633902346439173,1.64895339379262
"Compound_0050",4418796.16666667,5333275.29933333,-0.27136841770808,0.462227019727004,0.769110966483451,0.763169149411484
"Compound_0051",447241881,490705272.433333,-0.133801480106682,0.778908348555236,0.876235189897556,0.339167313558471
"Compound_0052",8901089.259,12369766.3896667,-0.474764454536532,0.535840881708824,0.79928104763256,0.692004638306121
"Compound_0053",10723377.1643333,10973060.5663333,-0.0332066409575621,0.904857157688242,0.947338714387221,0.365184869141578
"Compound_0054",14676026.5616667,14578929.8833333,0.00957659335062807,0.986445930929146,0.994248328122936,0.035766711725364
"Compound_0055",5283675.14333333,6057151.44166667,-0.197097714320897,0.56461953875331,0.813927720736935,0.628211789102581
"Compound_0056",12571218.1066667,13883042.5773333,-0.143199331877149,0.582390820830801,0.823284646879674,0.595552377360076
"Compound_0057",180411585.1,147506419,0.290514246750221,0.428499046040293,0.758559735042564,0.810716237513543
"Compound_0058",2412549.002,2455132.52133333,-0.025242653684913,0.929186298451045,0.959298817382329,0.323485454227798
"Compound_0059",6717840.23066667,8494910.85666667,-0.338601323639103,0.257884948345583,0.736708481343335,1.05500299301733
"Compound_0060",12268338.218,10511706.433,0.222942954717476,0.601949798505106,0.832122730715871,0.544916447016109
"Compound_0061",300657077.733333,329278017.6,-0.131187280455304,0.293031367001406,0.744579024671245,1.07836437114132
"Compound_0062",1349067018.66667,1286676920.66667,0.068312175782637,0.30910723360225,0.744579024671245,0.967350802908971
"Compound_0063",13355349.3466667,18101716.0633333,-0.438708758720764,0.146403857887832,0.72126815721051,1.37763188870422
"Compound_0064",199751901.866667,175630805.266667,0.185663326641673,0.233839318774821,0.728709748665736,1.12856058580496
"Compound_0065",39640550.4666667,30229603.11,0.391014958898978,0.263464869919602,0.738619577355234,1.13473588873904
"Compound_0066",23310065.72,26893707.5166667,-0.206315584203044,0.353403509428103,0.757778678869875,0.940654496266039
"Compound_0067",20679265.9266667,30838631.1,-0.576553752975939,0.0868674217347217,0.72126815721051,1.41587348083684
"Compound_0068",4556215.79333333,4352488.62033333,0.0659955522427527,0.80448956680667,0.886233472684359,0.30294834286584
"Compound_0069",10723879.8526667,7992094.83866667,0.424181352803556,0.115931154397453,0.72126815721051,1.33365102204071
"Compound_0070",9712385.07866667,15911806.8386667,-0.712200139684601,0.417183106173383,0.758559735042564,0.813689694429472
"Compound_0071",5907871.45833333,5006091.98166667,0.238953637453773,0.713716847785172,0.853398697351706,0.378158728837288
"Compound_0072",7138259.929,11982972.6426667,-0.747341504065867,0.48490399092167,0.781990435176519,0.78198403810061
"Compound_0073",48030364.1933333,74836340.1733333,-0.639792258216728,0.267996071779037,0.738619577355234,1.12449668759019
"Compound_0074",2733778.117,1986781.67233333,0.460462810143045,0.141182339715756,0.72126815721051,1.29268731916093
"Compound_0075",2191660.46466667,3734562.53666667,-0.768914945772753,0.391379696182636,0.758559735042564,0.909038161087063
"Compound_0076",13763053.24,8121661.09733333,0.760953825155997,0.042896475153609,0.70858621920406,1.68092897321783
"Compound_0077",11706326.5523333,5198720.655,1.17105988736965,0.0657179289576283,0.72126815721051,1.47809985501441
"Compound_0078",2982150.18333333,1974229.4041,0.595063274954523,0.227667408027874,0.728709748665736,1.17939054320601
"Compound_0079",2167569.082,3918962.42766667,-0.854393767514406,0.339302675556005,0.75662936079657,0.966161921333862
"Compound_0080",5002774.66966667,3242687.867,0.625538312991765,0.0950201252224966,0.72126815721051,1.45688426000866
"Compound_0081",49517224.31,51940396.3133333,-0.0689265755565735,0.734775081399164,0.861260673597969,0.388117855126468
"Compound_0082",30771096.5033333,20407133.5186667,0.592502304952824,0.333648989579183,0.754716973733212,1.04497831189888
"Compound_0083",80052145.6666667,87328360.5366667,-0.125510183591038,0.492516688624625,0.785174192056388,0.665518698759715
"Compound_0084",15306175.3203333,14447089.93,0.0833349091591861,0.871254944589007,0.928505866873828,0.186153547607691
"Compound_0085",65028254.6066667,59358529.48,0.131611349826787,0.712595148165637,0.853398697351706,0.383245118324928
"Compound_0086",49566137.2633333,52255929.3733333,-0.0762399135552972,0.722491847021681,0.85586019594069,0.425419675593974
"Compound_0087",607530517.766667,537924160.366667,0.175554092995915,0.378271481916587,0.758559735042564,0.87264332473966
"Compound_0088",42586376.7,42637225.1133333,-0.0017215597768021,0.998112314849134,0.998112314849134,0.344919577128351
"Compound_0089",268243109.066667,225929484.266667,0.247668552156067,0.313858422955592,0.744579024671245,0.961022099588505
"Compound_0090",13407719.6066667,12348920.2486667,0.11867898109306,0.713392848192131,0.853398697351706,0.394674901206627
"Compound_0091",19277920.7066667,18048496.3,0.0950708077889674,0.610986044835861,0.83717289092717,0.529480141089499
"Compound_0092",1539968614.33333,1659682447,-0.108006283897157,0.322205498258852,0.754716973733212,0.976454109415138
"Compound_0093",12705325.2266667,10139916.1683333,0.325387580567022,0.0669596222548727,0.72126815721051,1.46822299410153
"Compound_0094",148941749.3,137204273.363333,0.118422790633591,0.778513229040864,0.876235189897556,0.281891996718539
"Compound_0095",3452762.09933333,2453269.18166667,0.49304539333184,0.237930593282151,0.731841686923031,1.10196267801168
"Compound_0096",17156485.2703333,15454981.4266667,0.150682107811235,0.695712543422974,0.853398697351706,0.414012514039919
"Compound_0097",22533999.82,20120645.3766667,0.163426836087466,0.521333917145764,0.796283996736338,0.670596921620277
"Compound_0098",27578910.6266667,24408915.67,0.176157264242543,0.665468257873229,0.853398697351706,0.458721806433695
"Compound_0099",7758605.18,6957441.547,0.157240429313095,0.595840372809724,0.830452519603553,0.547220493543524
"Compound_0100",9023726.09033333,11972034.1273333,-0.407873115091725,0.222704516825353,0.728709748665736,1.10181324529251
"Compound_0101",3734940.362,2696212.573,0.470150961826531,0.305473161269664,0.744579024671245,0.983777565795087
"Compound_0102",8669254.255,9829342.89666667,-0.181187078363512,0.758702671465515,0.869875042348637,0.314603050670541
"Compound_0103",1845048.542,4971347.66966667,-1.42997822810964,0.111807879811921,0.72126815721051,1.47742887311087
"Compound_0104",13823106.6976667,32628930.8066667,-1.2390698204734,0.0608211582332041,0.72126815721051,1.48809503176844
"Compound_0105",8785099.802,13836122.3566667,-0.655309096040752,0.232811806475737,0.728709748665736,1.13227101247397
"Compound_0106",54197181.1533333,58089804.77,-0.100067163616392,0.709781283131846,0.853398697351706,0.380375284681062
"Compound_0107",5729140.42433333,5937492.221,-0.051535018746648,0.889016414290829,0.939897956477656,0.348660763174654
"Compound_0108",42446857.61,38032993.3766667,0.158406262979763,0.643257129806074,0.851934119643654,0.459392268339826
"Compound_0109",20720898.7766667,16921647.9,0.292216510909697,0.162839244787558,0.72126815721051,1.22882463714877
"Compound_0110",18792190.1266667,17681432.1133333,0.0878980837340725,0.431636759709096,0.758559735042564,0.76159571995121
"Compound_0111",13485170.6673333,12863241.9473333,0.0681194866632281,0.85415279830391,0.920588162339409,0.185222163813822
"Compound_0112",10873434.656,5119261.24833333,1.08680018740268,0.14398277206988,0.72126815721051,1.34637720062221
"Compound_0113",20708586.3933333,13653552.1366667,0.600952741334423,0.32532986242671,0.754716973733212,1.06084729769968
"Compound_0114",17310902.7866667,13950357.9333333,0.311378826450178,0.269258888198924,0.738619577355234,1.09479227946961
"Compound_0115",2963260.99733333,4125023.74033333,-0.477216721164661,0.369222085417668,0.758559735042564,0.903549300719665
"Compound_0116",27435749.9566667,18825092.7333333,0.543400040737467,0.15360549389432,0.72126815721051,1.30239426901956
"Compound_0117",19858786.4633333,19875670.2766667,-0.00122604898779288,0.996784404822111,0.998047780544282,0.161283229889542
"Compound_0118",68352472.8866667,53883749.34,0.343143293324198,0.224356501699073,0.728709748665736,1.21262149383151
"Compound_0119",8654922.92066667,8139739.355,0.0885383729753756,0.691927854748455,0.853398697351706,0.450379376372963
"Compound_0120",3611549.50966667,3896049.527,-0.109394069235831,0.746522992654221,0.865927840634025,0.414643061176303
"Compound_0121",11991187.94,10616031.105,0.175730087455431,0.137070190976512,0.72126815721051,1.35809649926086
"Compound_0122",6811827.973,6075332.52233333,0.165078627241531,0.301610304030029,0.744579024671245,0.970153505084653
"Compound_0123",8487150.187,5353649.35966667,0.66475755540473,0.000171454096699093,0.0764685271277956,1.86111617883701
"Compound_0124",6963648.257,4788373.01966667,0.540307788179684,0.0751950618742282,0.72126815721051,1.46462716738664
"Compound_0125",27563534.56,23367164.71,0.238278208122097,0.0633482023145833,0.72126815721051,1.56788418955184
"Compound_0126",6231705.97366667,4335080.60433333,0.523568346858314,0.157062297882069,0.72126815721051,1.24637775126902
"Compound_0127",137656833.166667,114888512.92,0.2608416679171,0.334883930940782,0.754716973733212,0.92314833615233
"Compound_0128",15355969.3533333,14976224.6033333,0.0361256092775267,0.695566901132589,0.853398697351706,0.48033055540513
"Compound_0129",4372826.462,3404936.20333333,0.360938328015383,0.294042300445116,0.744579024671245,0.986304263749847
"Compound_0130",13057695.6233333,12252493.2016667,0.0918249712847335,0.648212912970886,0.851934119643654,0.455501347328582
"Compound_0131",9552438.81366667,4332314.63433333,1.14073108923041,0.0526685466086098,0.72126815721051,1.52808801119858
"Compound_0132",81719568.9633333,68611329.82,0.252234765519972,0.559897621961841,0.813927720736935,0.600988678421363
"Compound_0133",16532439.59,16779537.36,-0.021403308867312,0.916293558878744,0.954829269298878,0.12026042525252
"Compound_0134",12471404.0213333,12507698.8366667,-0.00419249540215644,0.982868971760171,0.994012610895774,0.0533499540082506
"Compound_0135",10821838.5526667,6918832.84433333,0.645345031944943,0.259821403814754,0.738091376441914,1.12509456140026
"Compound_0136",5232430.22466667,6975948.86333333,-0.414908296557207,0.124285766410335,0.72126815721051,1.40162084070143
"Compound_0137",8268246.662,8681063.72066667,-0.070290403375084,0.783704616822477,0.876235189897556,0.287426744893188
"Compound_0138",111848914.873333,94086671.2566667,0.249488996006043,0.258508693565543,0.736708481343335,1.0831273676141
"Compound_0139",5082215.03433333,7576070.26866667,-0.575992293221315,0.0924917290533502,0.72126815721051,1.39302319228978
"Compound_0140",20242199.0066667,16708413.6133333,0.276791262718539,0.50883430350899,0.789356867356555,0.663855424064826
"Compound_0141",24856873.8766667,74378146.4833333,-1.58123392884144,7.82447625764922e-05,0.0697943282182311,1.8737987828509
"Compound_0142",7823227.23366667,8303963.1,-0.0860361627272793,0.854552430883374,0.920588162339409,0.192569506166652
"Compound_0143",3357124.497,2461199.97366667,0.44786415731437,0.332543077612056,0.754716973733212,0.912255283802802
"Compound_0144",16319490.3333333,10891285.04,0.583421817176999,0.261740302249768,0.738619577355234,1.13247910051236
"Compound_0145",15884461.0466667,14928274.1966667,0.0895687504225447,0.730754804969325,0.858155570716088,0.459767374993258
"Compound_0146",28912319.3266667,25210939.8733333,0.197634442062363,0.174720844352686,0.72126815721051,1.21768456058259
"Compound_0147",19567359.0933333,17760437.3,0.139781951544329,0.0966559469292295,0.72126815721051,1.42174272424289
"Compound_0148",60046254.8033333,65307067.2533333,-0.121164857384931,0.689450122121062,0.853398697351706,0.405441775990671
"Compound_0149",10454802.0373333,9388959.27566667,0.155128589086841,0.512820009388573,0.792782406195159,0.688987380976353
"Compound_0150",200642781.066667,181944161.866667,0.141133490833685,0.0365049336502663,0.678383350334116,1.58089559707896
"Compound_0151",5120791232.66667,4373640789.66667,0.227532008025393,0.00553682746347342,0.398516587920103,1.77416228956771
"Compound_0152",8170535.683,7805494.661,0.0659406049242576,0.214767536206862,0.728709748665736,1.2283925590367
"Compound_0153",70506717.9533333,87357756.6733333,-0.309175083120921,0.233839119066931,0.728709748665736,1.11777413977446
"Compound_0154",116054968.503333,91724913.44,0.339422745014415,0.196401679910612,0.72126815721051,1.17768995436067
"Compound_0155",3844462.93933333,3329782.975,0.20735392188017,0.43663985350645,0.758932357976029,0.80167566293396
"Compound_0156",77769143.4633333,69506224.0033333,0.162055678094195,0.69186779119968,0.853398697351706,0.422453858848754
"Compound_0157",7493658.154,7998055.689,-0.0939791601573816,0.783142023300552,0.876235189897556,0.308585250784381
"Compound_0158",27272073.9333333,23056754.2,0.242234982874414,0.454897595455466,0.76779059051518,0.718806039779703
"Compound_0159",19890233.7033333,16763815.4933333,0.24670967942364,0.309653547132785,0.744579024671245,0.967814487939358
"Compound_0160",12314210.4566667,8075618.20833333,0.60867951935033,0.0484961084174366,0.720975478472557,1.53975596519694
"Compound_0161",2389741.42416667,1306296.57463333,0.871372047651083,0.403565688648058,0.758559735042564,0.864117584347475
"Compound_0162",7501457.45,6398349.83133333,0.229471048177895,0.578948119312448,0.821776054713533,0.558213843594298
"Compound_0163",20496196.9966667,24118869.8033333,-0.234806057800031,0.646013867089265,0.851934119643654,0.520603309859232
"Compound_0164",12058945.6333333,8309410.74866667,0.537285692733094,0.13768033667326,0.72126815721051,1.28070791786848
"Compound_0165",15717065.6633333,7275492.14566667,1.11121514864853,0.0940324797285264,0.72126815721051,1.53198969678539
"Compound_0166",17937838.39,9802968.72066667,0.87171542315004,0.141102711110329,0.72126815721051,1.32869137995093
"Compound_0167",5161560.28533333,3826194.66633333,0.431896967165702,0.263864579881316,0.738619577355234,1.07209343626247
"Compound_0168",17816985.27,32964420.26,-0.887656463407132,0.311876224047227,0.744579024671245,1.02903155425007
"Compound_0169",3774679.21666667,5237883.95133333,-0.472630051029365,0.374414833362503,0.758559735042564,0.851901332866701
"Compound_0170",10691090.2823333,8942032.482,0.257734295665428,0.706017396624357,0.853398697351706,0.503357775208197
"Compound_0171",352554196.233333,314110504.333333,0.16657286248344,0.024325503211835,0.617745919534452,1.75640735487738
"Compound_0172",11226734.5153333,7994370.53366667,0.489882009263733,0.109006171114906,0.72126815721051,1.38060875591147
"Compound_0173",6298380.189,6146863.75866667,0.035130336469409,0.78856395131661,0.878151116821993,0.29467895918761
"Compound_0174",2497142.56133333,3472013.75166667,-0.475494475133865,0.591706495490936,0.828199680641565,0.642379549531169
"Compound_0175",6400089.72933333,4490716.30633333,0.511146546762147,0.325390306980037,0.754716973733212,1.0123102176708
"Compound_0176",101288203.933333,107575789.246667,-0.0868872578306709,0.708401958545119,0.853398697351706,0.378441165427917
"Compound_0177",62347212.6333333,50356263.67,0.308153820644562,0.548767071595236,0.807756151589027,0.618496052507739
"Compound_0178",10335494.9046667,9610634.878,0.104903828789758,0.574415347850515,0.821776054713533,0.597438451333984
"Compound_0179",876082750.633333,1070413721.53333,-0.289029463457499,0.27877825033377,0.738720273946431,1.03060137503844
"Compound_0180",32571689.9266667,67544662.7133333,-1.05222320081895,0.211664089786343,0.728709748665736,1.23694883458785
"Compound_0181",11183327.0643333,10576252.794,0.0805208912552566,0.924513962379364,0.957800760095694,0.119594870807015
"Compound_0182",10868324.67,8256009.734,0.396612992175515,0.330825446766718,0.754716973733212,0.946801280960627
"Compound_0183",7007623.801,9208776.46966667,-0.394084157371778,0.45780635941565,0.76779059051518,0.743858820197286
"Compound_0184",5935710.60866667,8037497.44966667,-0.437325618560685,0.500566189945096,0.785174192056388,0.771990183857319
"Compound_0185",1643034.905,2560072.8576,-0.63982173919309,0.594681153283021,0.830133941672073,0.634733705337603
"Compound_0186",2691600.5941,4672635.778,-0.795772241886731,0.360285980430994,0.758559735042564,0.905549803957016
"Compound_0187",13587923.7533333,11747725.84,0.209943525292017,0.0539249374835598,0.72126815721051,1.56673258821042
"Compound_0188",10447781.213,7739023.815,0.432973086545685,0.531215736823294,0.79928104763256,0.614278850318609
"Compound_0189",22983869.6166667,20516996.8633333,0.163802139221868,0.0678341334595339,0.72126815721051,1.47455193910446
"Compound_0190",13508328.0933333,11127052.4866667,0.279777646457634,0.0694665384414248,0.72126815721051,1.488346565092
"Compound_0191",8303320.68733333,11066536.822,-0.414443490053035,0.430299024372581,0.758559735042564,0.817898465073034
"Compound_0192",5533227.12066667,2994772.59133333,0.885674687022914,0.0603176444329108,0.72126815721051,1.61114685263399
"Compound_0193",16803534.23,18563458.8366667,-0.143700843637943,0.648966732418982,0.851934119643654,0.511019243432518
"Compound_0194",26997311.254,24147798.2366667,0.160924079864751,0.830477773940325,0.903397773603377,0.239415796975208
"Compound_0195",95712239.1033333,75975382.5033333,0.333171386525944,0.32106616290471,0.754716973733212,1.0004710878801
"Compound_0196",88183743.95,73287522.9366667,0.266945126518086,0.0314068529500522,0.633902346439173,1.74283541177259
"Compound_0197",20221111.1333333,17590049.3233333,0.201102746117471,0.331299926006677,0.754716973733212,0.946017703944657
"Compound_0198",15737203.9526667,13025764.5896667,0.272811179634955,0.648895650478928,0.851934119643654,0.460260625051729
"Compound_0199",2885134.565,4269836.148,-0.5655420995879,0.13293672784268,0.72126815721051,1.31868064041951
"Compound_0200",8132225.064,8077228.893,0.00978971997831482,0.968642988585528,0.987110076331397,0.320997351694993
"Compound_0201",12806849.6166667,13640530.83,-0.0909841610607257,0.13894353206181,0.72126815721051,1.29821032873712
"Compound_0202",63915715.76,46735394.96,0.451655122184727,0.1506616405415,0.72126815721051,1.37984051788112
"Compound_0203",35362500.25,25703663.5233333,0.460246281535202,0.228672568190314,0.728709748665736,1.16495781503858
"Compound_0204",4754909.55,3865731.37266667,0.298676508734407,0.419346416212945,0.758559735042564,0.837137802974682
"Compound_0205",62801610.5966667,58700014.0666667,0.0974407095818692,0.514181441978856,0.792791435704142,0.689157119805177
"Compound_0206",24488154.3333333,22333392.03,0.13288165585137,0.227076909095136,0.728709748665736,1.12420064898972
"Compound_0207",41181300.95,34015448.96,0.275799275625081,0.184968708505684,0.72126815721051,1.24799931321273
"Compound_0208",4868939.658,5921897.958,-0.282452010185163,0.660698930480738,0.853398697351706,0.572219477637839
"Compound_0209",9199098.87933333,9898308.202,-0.10568941856205,0.72047482580094,0.85586019594069,0.369571043636016
"Compound_0210",17236610.7486667,25064338.8133333,-0.540160053135431,0.381690609099085,0.758559735042564,0.880879583972983
"Compound_0211",7681823.148,7246106.42266667,0.0842427556955863,0.754056008263986,0.868794056680814,0.329721840723577
"Compound_0212",5053273.42863333,8362580.09733333,-0.726729878889839,0.476109109647748,0.781737606996843,0.758348937863791
"Compound_0213",12706707.8166667,12334518.18,0.0428889294993146,0.812493030346738,0.893642149283959,0.251919844967796
"Compound_0214",577379639.833333,493718518.866667,0.225831474564512,0.00625474465345453,0.398516587920103,1.79973516674169
"Compound_0215",180459875.133333,163436821.433333,0.142945041112284,0.187925381477555,0.72126815721051,1.3190161025601
"Compound_0216",56923901.8133333,60682969.4133333,-0.0922571291466752,0.563805864544086,0.813927720736935,0.575710482324396
"Compound_0217",62108941.66,57262136.02,0.117219496934251,0.701405918081305,0.853398697351706,0.400110945490053
"Compound_0218",263242456.9,213601829.366667,0.301468189170897,0.310861963771576,0.744579024671245,0.995317678715682
"Compound_0219",4517157.41933333,2492935.59266667,0.857569581494031,0.0326900313186121,0.633902346439173,1.60736548883851
"Compound_0220",124799980.533333,112577241.143333,0.148702510594644,0.343223609944897,0.75662936079657,0.931947202538321
"Compound_0221",29762896.23,26510862.4366667,0.166931318132764,0.475088420296721,0.781737606996843,0.71633190026726
"Compound_0222",4177593.029,4885615.07766667,-0.22586824726022,0.374219874385174,0.758559735042564,0.857245965673941
"Compound_0223",71354224.5633333,56223640.59,0.343821973676241,0.21074436834125,0.728709748665736,1.21906826083905
"Compound_0224",2685135.11533333,5007816.691,-0.89918706790463,0.348665160782585,0.75662936079657,0.997939991699052
"Compound_0225",2078593.925,2420577.13033333,-0.21974312539798,0.654630337079112,0.853398697351706,0.472599280569053
"Compound_0226",88083264.5766667,81683850.7133333,0.108817060749478,0.600046653226675,0.831431117566534,0.560339319395257
"Compound_0227",23799613.14,22850852.9233333,0.0586901070368536,0.508505149090567,0.789356867356555,0.654484570032273
"Compound_0228",10788268.368,11754597.404,-0.123761811918971,0.723996245368922,0.85650484200143,0.45541674251565
"Compound_0229",32349842.8666667,30301648.7033333,0.0943624121877616,0.846809153215119,0.91669146197559,0.217597731205174
"Compound_0230",186324691.233333,116323317.386667,0.679678550204142,0.382159753752036,0.758559735042564,0.86399730802204
"Compound_0231",12362783.0265,20706280.4601,-0.744064870993705,0.748532798344177,0.866286724652961,0.402468285988898
"Compound_0232",71396074.2533333,62291325.6033333,0.196813474852187,0.157224043995235,0.72126815721051,1.37555673097519
"Compound_0233",97619337.02,115168818.966667,-0.238511312704133,0.419491515280877,0.758559735042564,0.799826628248575
"Compound_0234",34751841.1433333,36448481.0466667,-0.0687692794963417,0.2008559341772,0.725358272413206,1.22882392610176
"Compound_0235",20738634.66,19436620.17,0.0935435458151795,0.739296276742375,0.864288700988465,0.406854573063966
"Compound_0236",15660550.0733333,14367323.2833333,0.124343583585918,0.309496304845096,0.744579024671245,0.963867793354199
"Compound_0237",13974188.4166667,10982493.0036667,0.347558917277593,0.360685487508625,0.758559735042564,0.872144532142555
"Compound_0238",1982296.984,30752673.0466667,-3.95546679041327,0.113041066236488,0.72126815721051,1.52894877426982
"Compound_0239",4961736.737,7938440.98366667,-0.678010517042418,0.403626106571616,0.758559735042564,0.85898938124568
"Compound_0240",26464385.4433333,17453373.8633333,0.600546205285217,0.0666933170725996,0.72126815721051,1.51099951704209
"Compound_0241",16795409.537,20609786.7033333,-0.295262599602033,0.612257224497149,0.837627981980762,0.497769225593649
"Compound_0242",109884402.2,84251930.41,0.383204966753984,0.297467808390933,0.744579024671245,0.973741002707194
"Compound_0243",539682564.8,459926628.966667,0.230707350066446,0.0763830018182629,0.72126815721051,1.6245495280591
"Compound_0244",284025706.266667,231019581.166667,0.298006370071404,0.224367029184132,0.728709748665736,1.18779105041484
"Compound_0245",27629763.5333333,28632252.8266667,-0.051417973078738,0.716532968457805,0.854475144203693,0.359824265447725
"Compound_0246",444729173.866667,483419700.8,-0.120349221046011,0.680309214514762,0.853398697351706,0.46971416401221
"Compound_0247",38736613.41,72834173.33,-0.910917682300753,0.141539275231133,0.72126815721051,1.39192379752919
"Compound_0248",19325064.3133333,17319046.28,0.158113729053281,0.559557561518731,0.813927720736935,0.581882281803198
"Compound_0249",17333267.1066667,16469277.3933333,0.0737663536090305,0.867967788086818,0.926109171020863,0.389795275727589
"Compound_0250",14808268.0433333,13533126.1766667,0.129907771689471,0.36854126124995,0.758559735042564,0.889668082542517
"Compound_0251",138755178.233333,129571083,0.0987978317293863,0.609464502418359,0.836372824857194,0.560603034816391
"Compound_0252",33249707.3733333,28937052.4433333,0.20042366866897,0.530078995981917,0.79928104763256,0.750034360676505
