"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"PWY-5868","simple coumarins biosynthesis","7/59","27/1602",3.20121712401823e-05,0.00179268158945021,0.00168485111790433,"CPD-9800/CPD-8186/CPD-9828/SCOPOLETIN/CPD-9831/CPD-8097/CPD-9836",7
