"CompoundID","WT-Fe","WT+Fe","log2fc","pvalue","FDR","VIP"
"Compound_0061",66774770.2266667,13871098.0066667,2.26722111366819,0.00884699009885034,0.0580171106303337,1.27726942524292
"Compound_0068",23727993.9,15214661.7066667,0.641127875689057,0.0231299204764982,0.0873505402061074,1.25531767305553
"Compound_0069",4128280.74433333,549688.853096667,2.90885395578971,0.000908066661787274,0.0349073359892374,1.30094262671583
"Compound_0073",7142402.87233333,5518651.82466667,0.372093644630698,0.0174740726387776,0.0764747649602972,1.17701077495478
"Compound_0077",15471334.0033333,7301062.699,1.08341922292307,0.00896523677764723,0.0585099663383293,1.28272988424529
"Compound_0078",16089038.01,6266034.05633333,1.36045355154342,0.0041452453712595,0.0505662936500562,1.25015698856232
"Compound_0079",16317403.3766667,759994.817266667,4.42427810597001,0.0020469766145336,0.0400106723842903,1.31725825347334
"Compound_0084",5237651.04433333,2421121.862,1.11324424797466,0.00512407336602031,0.0514811536498934,1.2426087428775
"Compound_0086",3219572.06766667,767830.443166667,2.06800927713864,0.00127928275692612,0.0357301590335681,1.30911698646845
"Compound_0096",4861281.30633333,135323.383866667,5.16685355702903,0.0100699612184346,0.0604197673106076,1.29713714719225
"Compound_0099",59335084.8066667,5620475.305,3.40012137728822,0.00488276794959059,0.0514811536498934,1.30537835507276
"Compound_0106",6508552.144,4255055.79266667,0.613158596456424,0.0157543104315042,0.0736126991984036,1.18574856362186
"Compound_0109",14988610.1,9192475.39733333,0.70534129245264,0.027101388331719,0.0943974564842136,1.15880649673392
"Compound_0110",9864032.96533333,2443076.10366667,2.01347881585109,0.00956460806016223,0.0604197673106076,1.26920841872185
"Compound_0111",8680797.41,1681225.98936667,2.36831390959371,0.0355941812533209,0.109611220415856,1.20768277746125
"Compound_0119",2108338.99833333,145630.076166667,3.85572661236569,0.0201713793204027,0.0813856085378502,1.27103548911451
"Compound_0120",2194314.847,65978.4394066667,5.05563207853662,0.00106090804363439,0.0352373028778564,1.32018427049977
"Compound_0121",86691973.3366667,48351763.1733333,0.842329923613931,0.0108537427448103,0.0624937610864087,1.21572565404397
"Compound_0123",2179122.84066667,829354.342466667,1.3936869943531,0.000632200473309988,0.0345850847163699,1.301780652671
"Compound_0126",295954056.3,243165403.833333,0.283435245191863,0.021612113082511,0.0849354647795438,1.1768888687246
"Compound_0133",3905074.874,225413.1365,4.11470671052014,0.000102561177260017,0.0193137553184327,1.31924984936798
"Compound_0135",16001019.9233333,1711737.318,3.22463063820218,0.00636484937613741,0.052053934809089,1.29705674572553
"Compound_0137",127276481.2,1635882.35433333,6.28175304551445,0.00909423290629821,0.0589382341662532,1.29991811585207
"Compound_0140",1504401.62233333,639789.641066667,1.2335202284251,0.0163212160656581,0.0744055438287357,1.24629004143086
"Compound_0146",2537692.807,1484037.0722,0.773990306650496,0.0456714562866436,0.125293375653624,1.12927150190373
"Compound_0150",201796046.633333,31044393.77,2.70049324665905,0.00758509668344532,0.055159030633617,1.28885121528584
"Compound_0151",30098609.3233333,1846171.66353333,4.02708821902664,0.00514163673467398,0.0514811536498934,1.29807266433785
"Compound_0154",2380971.73366667,466014.354033333,2.35310419524224,0.00199029520250698,0.0400106723842903,1.27164572648154
"Compound_0156",8839620.559,4166212.988,1.08524784750423,0.0169896234379167,0.0749336877096842,1.23410532824727
"Compound_0157",1562598.97733333,611959.657166667,1.35243912218345,0.00158350595863862,0.0383348956078851,1.27787643545713
"Compound_0158",2157386.10366667,663854.0203,1.70034645941596,0.00547927090449886,0.0514811536498934,1.28737313525694
"Compound_0167",2841349.373,1713595.73233333,0.729549444352707,0.0449521966298652,0.124357255928314,1.08656115323816
"Compound_0168",30328261.77,8137658.06433333,1.89797724759893,0.00805203990857182,0.0564123363994866,1.27773322886828
"Compound_0171",10367668.1876667,192743.619633333,5.74926453748728,0.00517549382758721,0.0514811536498934,1.30984253348645
"Compound_0172",10186349.7166667,3779018.34866667,1.43055372505282,0.0151198786818946,0.0727462549668326,1.24511630859589
"Compound_0173",9332962.78966667,1587045.83133333,2.5559913521199,0.0025236852675373,0.0435704038665597,1.30634448149348
"Compound_0176",29090153.78,10924512.7286667,1.41296199107774,0.0113932999505323,0.0644752996583347,1.207919844855
"Compound_0178",3081525.038,71317.7386733333,5.43323974406993,3.58639529416793e-05,0.0133413904943047,1.32308746430889
"Compound_0180",8922434.50433333,5704219.805,0.645407830815487,0.0463172283539613,0.12576648866915,1.11353540255181
"Compound_0182",2362397.75766667,725890.491866667,1.70242806802097,0.0334770430886066,0.105896768953756,1.20958920548661
"Compound_0188",65217033.4533333,159870.264266667,8.67220338433493,0.00105851076271846,0.0352373028778564,1.32064923852923
"Compound_0190",17385301.49,2944855.61066667,2.56159928194624,0.0258409986055428,0.0919010657864428,1.2423485922184
"Compound_0199",256105.108166667,1012184.29026667,-1.98266405436939,0.00724012787044103,0.055159030633617,1.24559214887902
"Compound_0200",49172997.4366667,34605642.7266667,0.506859000147797,0.0342113697867857,0.107204190126207,1.14985184952416
"Compound_0203",4888198.28933333,2767003.94733333,0.820978107081766,0.0127806789402359,0.0666208065674517,1.20045533378689
"Compound_0205",6777542.43266667,3534492.785,0.93925904356914,0.0040321091075487,0.0505662936500562,1.29481757364383
"Compound_0207",48871773.7933333,29405210.6766667,0.732929641049774,0.0272792242803616,0.0943974564842136,1.22229443840283
"Compound_0212",47476541.7366667,17912300.91,1.40626418126938,0.00132074789570338,0.0361263395001218,1.28060764478688
"Compound_0213",4997480.22033333,1012917.5947,2.30268404757004,0.0255806913259657,0.0913350392910899,1.24811668128372
"Compound_0217",122566210.533333,66575126.6766667,0.880506133145582,0.00398509805083073,0.0505662936500562,1.2680468705543
"Compound_0220",40734463.51,16430704.6733333,1.30985555208687,0.00407875582200891,0.0505662936500562,1.25082565495501
"Compound_0223",8244522.93533333,804046.308533333,3.35808551533493,0.0062880017074953,0.0517700813314219,1.30127450585581
"Compound_0226",48367864.5133333,15817340.0056667,1.61254183995884,0.0109051307218583,0.0624937610864087,1.21248973849253
"Compound_0230",230742294.133333,519826.641733333,8.79403617757195,0.00196349328076085,0.0400106723842903,1.31797404777771
"Compound_0231",62358382.67,288693.8301,7.7548994255405,0.000481844299506684,0.0319916303415982,1.32208854683102
"Compound_0232",9409286.36333333,4552445.906,1.04744343291262,0.043545713075932,0.122121454864351,1.12765452635361
"Compound_0234",824158.770133333,612684.8435,0.427777129689509,0.0438130978823876,0.122538011933387,1.09697030440338
"Compound_0236",51852945.6866667,28531290.9966667,0.861880920559232,0.0148935777552932,0.0724311834863068,1.19500011930605
"Compound_0237",10107977.202,6166083.939,0.713067881355535,0.0409745898830571,0.11852680743777,1.13259834949106
"Compound_0239",19422543.94,10971047.5036667,0.824030896218446,0.00159389848850906,0.0383348956078851,1.27868144811324
"Compound_0240",4365516.25633333,5130086.299,-0.232830821365862,0.032400899062462,0.104265868955327,1.20160056466659
"Compound_0241",81832545.54,52587519.5766667,0.637954280035378,0.0162794269847541,0.0744055438287357,1.25030182152112
"Compound_0244",6934157.44466667,5186374.05633333,0.4189943329725,0.0421967486022374,0.12130749984569,1.12008098331184
"Compound_0245",2718648.56833333,1036581.40436667,1.39105625248563,0.0105495890436294,0.0615117104111306,1.27372810925146
"Compound_0250",1617980.679,651060.651333333,1.31333052707032,0.0187640020994072,0.0782534616701735,1.25544091029376
"Compound_0251",8804364.26766667,3633300.82466667,1.27693801502858,0.00371224214943846,0.0505662936500562,1.28292436698618
"Compound_0259",51151838.7566667,2219169.581,4.52669427905057,0.00146322899021344,0.0383348956078851,1.31864240665959
"Compound_0260",7383405.266,4795249.411,0.622680493644227,0.0188969231854258,0.0784559757252053,1.21174227330808
"Compound_0262",35297136.4266667,11890818.5756667,1.56970311075143,0.00545319293698237,0.0514811536498934,1.25605943647191
"Compound_0263",27401581.2666667,8783631.693,1.64136968239157,0.00603939251754857,0.0517283081258457,1.28808150569898
"Compound_0264",1040375485.66667,464072539.833333,1.16468207282913,0.00845543135348792,0.0572198910344109,1.28628706049833
"Compound_0266",7265803.437,813858.945133333,3.15827165783315,5.78079914601988e-05,0.0179204773526616,1.31338529426121
"Compound_0267",2573339.60066667,296273.153133333,3.11864205328176,0.0218439791930809,0.0849354647795438,1.26743671275738
"Compound_0268",38394884.2233333,3718681.02066667,3.36805118994598,0.00241866447446033,0.043256883870156,1.31276176982407
"Compound_0269",17709854.0066667,2188876.90433333,3.01628958990093,0.0479688212979847,0.128933537014814,1.20322386904466
"Compound_0270",15155652.5566667,8231198.82,0.880681501443352,0.00600191030219512,0.0517283081258457,1.23620150050977
"Compound_0271",24166953.34,13673579.2033333,0.821644675054758,0.0269702592082864,0.0943974564842136,1.19577990335748
"Compound_0274",5864411.38833333,3165326.52733333,0.889631979829978,0.0170339851207645,0.0749336877096842,1.24938610131403
"Compound_0276",6420499.915,3393371.71033333,0.91996616161147,0.0261289310049737,0.0927477321932273,1.16707742313973
"Compound_0280",4901554.48566667,673291.528633333,2.86393614202639,0.0218994727897646,0.0849354647795438,1.2633893361463
"Compound_0283",19657523.58,1182268.50466667,4.05545195705614,0.00768451116044368,0.0553484935796189,1.30351035018185
"Compound_0289",149884117.233333,94242647.96,0.669395532728953,0.0154321497565579,0.0732239758857082,1.19687523884872
"Compound_0291",24045988.4933333,8836438.714,1.44425928147666,0.0298105450011502,0.100448575547354,1.19630204900394
"Compound_0292",7279695.997,3814628.74133333,0.932335550537437,0.0169190167313748,0.0749336877096842,1.17848595014978
"Compound_0294",8524643.683,3405809.83666667,1.32364164854982,0.0270993712076235,0.0943974564842136,1.16515141692603
"Compound_0295",2426560.64166667,796312.407433333,1.60750647293937,0.000306945928639586,0.0314148316762193,1.30586099566178
"Compound_0296",2243185.64766667,875197.792966667,1.35786801872424,0.00967009213799599,0.0604197673106076,1.24753717197423
"Compound_0298",4762305.133,3165812.663,0.589084174204007,0.0082796042362086,0.0568268039828339,1.22316843430848
"Compound_0299",26356600.74,3167633.104,3.056687167447,0.00870625704619527,0.0576530821144903,1.29710806890482
"Compound_0300",7630354.41266667,2334908.86433333,1.70838382846298,0.0395775291570959,0.116110732227442,1.19552988551818
"Compound_0304",75332445.6233333,21145072.42,1.83294986485496,0.000829237324982608,0.0349073359892374,1.29299611703888
"Compound_0305",386609117.833333,102066374.046667,1.92136801665754,0.0009426045170426,0.0349073359892374,1.29588372617314
"Compound_0307",16484316.6366667,6278724.993,1.39255055176727,0.0138513446947115,0.0694433992780684,1.26570211937862
"Compound_0308",7998725.151,1301600.74346667,2.6194830992064,0.0221580336108887,0.0849772010644392,1.25272785162
"Compound_0311",1433576.192,878296.216433333,0.706839089296798,0.0141244943745252,0.070244811595232,1.19001648166632
"Compound_0315",858169.073566667,1102275.34933333,-0.361150839659763,0.00534279837523263,0.0514811536498934,1.29876517033472
"Compound_0317",4585871.119,3175095.64633333,0.530395757916119,0.0496590039638846,0.13069658707699,1.12855652089164
"Compound_0320",1088791.09266667,152276.813663333,2.83795897682806,0.000207827876784872,0.0276114179157044,1.31074485939957
"Compound_0322",50722845.74,10296261.0133333,2.30051515640622,0.000270205631622286,0.0314148316762193,1.30295341448109
"Compound_0323",12430856.6333333,5610299.78466667,1.14777595062286,0.0244400112009443,0.0896615795537602,1.24704666947029
"Compound_0324",19542208.24,5082757.30733333,1.94291024746871,0.00560729163240706,0.0514811536498934,1.28604448849688
"Compound_0325",8175149.48766667,2044947.78933333,1.99918110201257,0.000512616753034565,0.0319916303415982,1.30459058910386
"Compound_0326",9362346.94066667,2882374.375,1.69961249698855,0.00128311571095185,0.0357301590335681,1.29274710743962
"Compound_0328",1362492.396,277105.094933333,2.29774303632675,0.0492335503451784,0.130457907646047,1.19779043970319
"Compound_0332",3336047.66833333,706408.349066667,2.23956560393755,0.0220125406168692,0.0849354647795438,1.22547670177496
"Compound_0333",92122083.3266667,49098457.94,0.907869324023242,0.015733514051881,0.0736126991984036,1.20409841913316
"Compound_0337",1101377.58966667,123925.018033333,3.1517697847344,0.000651536028908293,0.0346244861076978,1.32045890049327
"Compound_0338",8907548.90133333,6557948.63033333,0.441783897727409,0.02799545031168,0.0958960176422187,1.21355871366264
"Compound_0340",1979408.25133333,1046099.89613333,0.920048571043338,0.0492398586015203,0.130457907646047,1.1498012256547
"Compound_0342",3238428.973,1238412.604,1.38680204268646,0.00581131365192368,0.0517283081258457,1.26251212232854
"Compound_0343",14153654.7633333,4713229.19533333,1.58638689087359,0.0012870541157253,0.0357301590335681,1.2894574789313
"Compound_0345",11376234.75,7123710.66833333,0.675322313320346,0.0368201445545124,0.110394823960908,1.15111157027913
"Compound_0348",1055223.04066667,134326.514273333,2.97373196425293,0.0170413709146217,0.0749336877096842,1.27099422013586
"Compound_0352",6737875.90066667,4937456.65533333,0.448525773721438,0.0388327116678846,0.114502172980246,1.17654502419596
"Compound_0356",1668732.94,4496145.416,-1.42993560875606,0.0457657685964877,0.125367201162691,1.20168955184909
"Compound_0361",19576876.06,824823.719466667,4.5689209370658,0.00203169353653196,0.0400106723842903,1.31673524774787
"Compound_0362",25847207.07,11180526.4076667,1.20902028245086,0.00437454086004181,0.0514811536498934,1.27688934667517
"Compound_0366",7456014.72433333,4496385.56366667,0.729638957551748,0.0150749132018887,0.0727462549668326,1.27168480410707
"Compound_0368",9930580.009,6494471.598,0.612665832615624,0.00397081593742056,0.0505662936500562,1.26302366567014
"Compound_0377",6293078.72166667,4567959.25733333,0.462216207016063,0.0191280729637573,0.0788186716844474,1.17007914099589
"Compound_0380",6539769.784,3338873.10633333,0.969878585292525,0.0198099983869823,0.0806271269141949,1.19785220267091
"Compound_0381",995859.227066667,463825.4039,1.10235998071367,0.0278797602356608,0.0956759299600168,1.16918976940834
"Compound_0382",29198666.97,11947998.03,1.28913360121482,2.87180858084672e-05,0.0133413904943047,1.32072384510421
"Compound_0389",8240440.401,4947137.587,0.736127419195482,0.0311769297037754,0.102463984811508,1.14652422489023
"Compound_0390",20647093.1233333,4397616.34066667,2.23114503045503,0.00762075646204736,0.055159030633617,1.28345950486922
"Compound_0392",4151290.58766667,5384628.10366667,-0.375286783403917,0.0426201919878021,0.121585210271951,1.18517953474758
"Compound_0395",3046474.50466667,1952092.65733333,0.642119133806747,0.0273042105314553,0.0943974564842136,1.23379878200472
"Compound_0396",6723168.05766667,2555201.822,1.39570396619179,0.00662351973882738,0.0535641161487779,1.30138664136095
"Compound_0397",1548002.928,111952.929706667,3.78944401247994,0.01602129221782,0.074128366977973,1.28148309201296
"Compound_0398",591292.337366667,67752.2932633333,3.12552989675291,0.00543178045719919,0.0514811536498934,1.3082727047354
"Compound_0403",2145212.747,74756.75563,4.84277296197693,0.00592709467214464,0.0517283081258457,1.30810576585393
"Compound_0404",1372656.91033333,736871.117,0.897486864316528,0.0098767824125764,0.0604197673106076,1.24753788703627
"Compound_0405",14040519.8933333,5608645.06866667,1.32387216374955,0.0106660426366712,0.0619963728256512,1.20818134307929
"Compound_0407",1531111.56766667,810028.222133333,0.918535332861635,0.00232251530319551,0.0419405676111034,1.28247133679693
"Compound_0409",3556825.42333333,588227.072966667,2.59614507509908,0.00564632007773024,0.0514811536498934,1.29473948724956
"Compound_0410",42331257.3833333,27434330.2633333,0.625740985625706,0.0120327461376256,0.0662213208883578,1.27353133882327
"Compound_0416",680303789.1,343760835.733333,0.984773934902862,0.023969021982278,0.0889867881976786,1.20187259976481
"Compound_0420",5647701.70666667,2967214.414,0.928554710907175,0.00283562644681838,0.0454678033713982,1.26485964204206
"Compound_0423",10513841.2873333,2736216.435,1.94203560467456,0.0251370953990942,0.0906104601595256,1.22353384872162
"Compound_0424",10950682.3506667,2742594.96333333,1.99740728831487,0.0231525894202209,0.0873505402061074,1.24234700619636
"Compound_0426",6671238.07133333,1608207.561,2.05250090867269,0.000718494108523978,0.0349073359892374,1.29686697042806
"Compound_0429",721275903.366667,77250226.5,3.22294015840451,0.00326813661308923,0.0470554701018125,1.30917067653952
"Compound_0433",2006089.225,1438904.23533333,0.479415195932656,0.031081440068054,0.102463984811508,1.19504136984801
"Compound_0435",29062122.4933333,102780.944446667,8.1434234467704,0.003038093391116,0.0468487782929625,1.31546030055695
"Compound_0436",18894132.9566667,5704267.84433333,1.727824685144,0.00599192560173983,0.0517283081258457,1.2946978110166
"Compound_0443",4971070.06333333,3263382.52333333,0.607188331607076,0.0125158718215728,0.066238468391137,1.19879230912918
"Compound_0446",74163214.6666667,42022810.05,0.819531142415413,0.0151359143398732,0.0727462549668326,1.19758214666741
"Compound_0447",6245352.50366667,158564.513033333,5.29964116848008,0.0118242538788171,0.0655931889714179,1.29252816790685
"Compound_0451",2953254.696,2002392.172,0.560581227243779,0.0450418175491746,0.124357255928314,1.12183737869567
"Compound_0452",4034096.52633333,127914.207733333,4.97899718284458,0.0011060916024002,0.03564279779393,1.32031537514811
"Compound_0453",7464196.88733333,4230036.02233333,0.819317092307135,0.0210786802441718,0.083417755859914,1.16326457664304
"Compound_0455",61426129.22,90925809,-0.565837382475295,0.00747477955500717,0.055159030633617,1.2784731954721
"Compound_0457",1294462.63533333,627381.524866667,1.04493837201258,0.0405993083397274,0.117807665385168,1.15718050398849
"Compound_0459",1034460009,461593364.433333,1.16418348339524,0.00845303766640254,0.0572198910344109,1.28624706354872
"Compound_0469",150475303.033333,47309815.8166667,1.66931527272891,0.00118384065022983,0.0357301590335681,1.28510640584562
"Compound_0472",48520884.7566667,34116560.36,0.508133656478685,0.0429676076553031,0.121751616493113,1.14145095562837
"Compound_0473",62495302.49,133259566.8,-1.09241945119331,0.0011114420817462,0.03564279779393,1.30292988637508
"Compound_0479",48354212.55,4751971.61633333,3.34704345669356,0.000853402944578095,0.0349073359892374,1.31630153950062
"Compound_0481",1939525.19633333,605472.479233333,1.67957022684756,0.00121817836006376,0.0357301590335681,1.29078903438258
"Compound_0482",18454738.8366667,3110275.168,2.568877194091,0.000309526888167051,0.0314148316762193,1.31283369838158
"Compound_0483",5577475.349,960622.600866667,2.53757057532203,0.0461002232662666,0.125543799817358,1.20186909038027
"Compound_0486",2869924.439,1623299.56166667,0.822083495718055,0.0161952275439556,0.0744055438287357,1.18693861755905
"Compound_0488",8513482.02566667,1030572.92633333,3.04630271905579,0.00573489951989117,0.0517283081258457,1.2932509559763
"Compound_0495",13350346.77,2079472.30933333,2.68258783682423,0.0126422883219643,0.066238468391137,1.27398142718183
"Compound_0496",3371362.49266667,1417543.88933333,1.24993835193619,0.0126172598912101,0.066238468391137,1.22433997185753
"Compound_0499",18756018.99,8203612.14866667,1.19302245422667,0.00674323895314395,0.0537534419294129,1.23078665884702
"Compound_0500",7762868.66266667,215120.000133333,5.17337631296697,0.0109779990921456,0.0626352095441437,1.29449713984352
"Compound_0507",16009024.8966667,150568.882956667,6.73231797744724,0.00670357181246771,0.0537534419294129,1.30583362427806
"Compound_0510",13207019.3633333,6201287.487,1.09066522914392,0.0169666655041614,0.0749336877096842,1.2718129199416
"Compound_0512",6272798.832,3822688.689,0.714521581131169,0.0444288346204795,0.123339749841928,1.1841296124249
"Compound_0519",2437458.40533333,1685600.86966667,0.532114636203288,0.00885852656936278,0.0580171106303337,1.2222120616838
"Compound_0522",3261490.587,1385113.75893333,1.23552699555442,0.0333206318500605,0.105896768953756,1.17774310698477
"Compound_0526",759257.8817,278131.807933333,1.44882123502176,0.00687524042813489,0.0537534419294129,1.27598978659991
"Compound_0527",169396483.533333,325508.724666667,9.02349199832028,0.00261922924204926,0.0436101730269014,1.3166138022702
"Compound_0533",5862821.86166667,784935.132266667,2.90094988352563,0.000551209966446136,0.0330725979867681,1.30261225833686
"Compound_0538",23467377.7033333,15183776.9433333,0.628125937160332,0.00342058329679408,0.0480856196418208,1.26201084855446
"Compound_0539",448489.3607,271899.9838,0.72199769577568,0.00611899343403123,0.0517283081258457,1.24189077770711
"Compound_0540",13211662.4066667,5470173.48233333,1.27215351767102,0.00199944898663806,0.0400106723842903,1.28099456619222
"Compound_0543",1649867.03466667,1137335.93426667,0.536691314946614,0.0311024827007272,0.102463984811508,1.12891962000895
"Compound_0544",9671347.149,2505131.725,1.94883039542767,0.00850081531883666,0.0572198910344109,1.27482377277401
"Compound_0545",21061866.8666667,4595206.273,2.19643178976384,0.0342361768467565,0.107204190126207,1.21913680024148
"Compound_0548",3413426.47466667,91468.7398166667,5.22179809137837,0.0100666035297705,0.0604197673106076,1.29731329588951
"Compound_0551",3064760.49966667,2214698.177,0.468664237605682,0.0454351003402474,0.125013737622574,1.08968052313245
"Compound_0553",21034902.7366667,10990377.5286667,0.936544202320853,0.0149145931587395,0.0724311834863068,1.23085537914964
"Compound_0554",35567986.8,1438646.4745,4.62779529769523,0.00498037990246394,0.0514811536498934,1.30622413951672
"Compound_0556",4263130.45766667,2318890.61,0.878478439703243,0.0219260102228765,0.0849354647795438,1.19504453214216
"Compound_0557",1387395.327,816264.020566667,0.765271157993785,0.0301339413340422,0.101027585987753,1.13253442988598
"Compound_0558",1558792.33366667,1119355.72026667,0.477760157774769,0.0388445543820083,0.114502172980246,1.14789039037646
"Compound_0559",29841755.1833333,12698455.0933333,1.23267940419449,0.00191585026012807,0.0400106723842903,1.30039977667326
"Compound_0564",2597184.13666667,733346.493733333,1.82438138927018,0.0360884652816973,0.109740301465398,1.18021782707842
"Compound_0565",184082403.566667,93490614.5233333,0.977458280149283,0.0439423946019189,0.122538011933387,1.09411951386435
"Compound_0569",99710659.94,44843285.9733333,1.15285575144331,0.0170135060265202,0.0749336877096842,1.26702735291132
"Compound_0578",2588644.60266667,2105803.47833333,0.297826105135808,0.0202183381272587,0.081398504148704,1.22710735129855
"Compound_0579",129998558.5,67783762.0166667,0.939484011784773,0.0335851875958261,0.105920336378551,1.16564024813232
"Compound_0581",8420132.97,4276220.53433333,0.977506758372157,0.0265292085959516,0.0936325009268881,1.19776651561217
"Compound_0585",85226189.9,60222810.7733333,0.500986792540978,0.0432439430931319,0.121751616493113,1.09666910081431
"Compound_0588",12351639.1566667,6538922.36766667,0.917577710816284,0.0311799007544695,0.102463984811508,1.20561596458415
"Compound_0589",8448935.91166667,4469485.73833333,0.91866081119658,0.00343838032922697,0.0480856196418208,1.29792868576036
"Compound_0590",1808855.62766667,60353.8966566667,4.905486535426,0.015033677239508,0.0727462549668326,1.28502735470417
"Compound_0593",3898785.41533333,93063.65051,5.38866316313196,0.000333192880180587,0.0314148316762193,1.32125301345864
"Compound_0594",12971334.9266667,5096340.459,1.34779339556308,0.00437964611006373,0.0514811536498934,1.25589918054535
"Compound_0597",2329329.01466667,1285494.33566667,0.85759117955175,0.00625406797643388,0.0517700813314219,1.23381801673502
"Compound_0598",37031343.7333333,15052473.4666667,1.29874632628388,0.00408201494907447,0.0505662936500562,1.25088988387433
"Compound_0599",2224589.551,1035607.90933333,1.10306128666121,0.0277798346419245,0.0955092281589271,1.13979028544544
"Compound_0600",4429076.71833333,328683.6546,3.7522343688504,1.54431153307738e-05,0.0133413904943047,1.32145152016411
"Compound_0602",7794902.42733333,3828771.31666667,1.02564947006085,0.00597427211546771,0.0517283081258457,1.26365364534248
"Compound_0604",4581496.292,996990.2304,2.20016757900423,0.000146560763143852,0.0227169182872971,1.30923343397684
"Compound_0611",30345275.64,8707687.22066667,1.8011104332402,0.00252989441805831,0.0435704038665597,1.26676397596352
"Compound_0612",34419500.11,162936.7823,7.72277001136446,0.0114805827911087,0.0644752996583347,1.29400947307348
"Compound_0614",2190219.56166667,1037635.53236667,1.07777571347986,0.00278132270179116,0.0449848715246223,1.26254222428883
"Compound_0615",10288820.2133333,3601143.138,1.51455071248329,0.00609692416682212,0.0517283081258457,1.26598629836337
"Compound_0617",2505561.20833333,280624.7329,3.15841970997995,0.0211259527496144,0.0834273293296876,1.25445087256728
"Compound_0619",28682935.0033333,13192386.01,1.12048713862193,0.00600388392334888,0.0517283081258457,1.25350139796973
"Compound_0620",992209.908866667,105393.73907,3.23485619899535,0.000270535107227115,0.0314148316762193,1.31783506327375
"Compound_0622",72958007.79,36332813.7733333,1.00579323669461,0.043267082640887,0.121751616493113,1.09915223930492
"Compound_0623",119527748.3,898804.7365,7.05512213537968,0.000782146169182488,0.0349073359892374,1.32107705414868
"Compound_0629",798468391.066667,138764185.46,2.52460003533224,0.00779081006120141,0.0557342565916717,1.28468717123666
"Compound_0630",119282777.6,19626093.96,2.60354078020328,0.00407828471756113,0.0505662936500562,1.29862335796292
